TableName,ColumnName,ConstraintType,PrimaryKeyName,ForeignKeyName,ForeignKeyTableName,ForeignKeyColumnName
UnitMeasure,UnitMeasureCode,Primary Key,PK_UnitMeasure_UnitMeasureCode,NULL,NULL,NULL
Vendor,AccountNumber,,NULL,NULL,NULL,NULL
Vendor,ActiveFlag,,NULL,NULL,NULL,NULL
Vendor,BusinessEntityID,Primary Key,PK_Vendor_BusinessEntityID,FK_Vendor_BusinessEntity_BusinessEntityID,BusinessEntity,BusinessEntityID
Vendor,CreditRating,,NULL,NULL,NULL,NULL
Vendor,ModifiedDate,,NULL,NULL,NULL,NULL
Vendor,Name,,NULL,NULL,NULL,NULL
Vendor,PreferredVendorStatus,,NULL,NULL,NULL,NULL
Vendor,PurchasingWebServiceURL,,NULL,NULL,NULL,NULL
WorkOrder,DueDate,,NULL,NULL,NULL,NULL
WorkOrder,EndDate,,NULL,NULL,NULL,NULL
WorkOrder,ModifiedDate,,NULL,NULL,NULL,NULL
WorkOrder,OrderQty,,NULL,NULL,NULL,NULL
WorkOrder,ProductID,,NULL,FK_WorkOrder_Product_ProductID,Product,ProductID
WorkOrder,ScrappedQty,,NULL,NULL,NULL,NULL
WorkOrder,ScrapReasonID,,NULL,FK_WorkOrder_ScrapReason_ScrapReasonID,ScrapReason,ScrapReasonID
WorkOrder,StartDate,,NULL,NULL,NULL,NULL
WorkOrder,StockedQty,,NULL,NULL,NULL,NULL
WorkOrder,WorkOrderID,Primary Key,PK_WorkOrder_WorkOrderID,NULL,NULL,NULL
WorkOrderRouting,ActualCost,,NULL,NULL,NULL,NULL
WorkOrderRouting,ActualEndDate,,NULL,NULL,NULL,NULL
WorkOrderRouting,ActualResourceHrs,,NULL,NULL,NULL,NULL
WorkOrderRouting,ActualStartDate,,NULL,NULL,NULL,NULL
WorkOrderRouting,LocationID,,NULL,FK_WorkOrderRouting_Location_LocationID,Location,LocationID
WorkOrderRouting,ModifiedDate,,NULL,NULL,NULL,NULL
WorkOrderRouting,OperationSequence,Primary Key,PK_WorkOrderRouting_WorkOrderID_ProductID_OperationSequence,NULL,NULL,NULL
WorkOrderRouting,PlannedCost,,NULL,NULL,NULL,NULL
WorkOrderRouting,ProductID,,NULL,NULL,NULL,NULL
WorkOrderRouting,ProductID,Primary Key,PK_WorkOrderRouting_WorkOrderID_ProductID_OperationSequence,NULL,NULL,NULL
WorkOrderRouting,ScheduledEndDate,,NULL,NULL,NULL,NULL
WorkOrderRouting,ScheduledStartDate,,NULL,NULL,NULL,NULL
WorkOrderRouting,WorkOrderID,Primary Key,PK_WorkOrderRouting_WorkOrderID_ProductID_OperationSequence,FK_WorkOrderRouting_WorkOrder_WorkOrderID,WorkOrder,WorkOrderID
