UNIT_NO,LAST_FUEL_DATE,LAST_WORKORDER_OPEN_DATE,M5_LIFE_KM_USAGE(KM),M5_LIFE_HRS_USAGE(Hrs),M5_YTD_KM_USAGE(KM),M5_YTD_HRS_USAGE(Hrs),AVAILABLE HOURS (Hrs),DOWNTIME(Hrs),EXPECT_USAGE(KM),EXPECT_USAGE(Hrs),VEU
111054,45132.4590393519,45135.38875,67171.0,4496.0,4068.0,413.0,1160.0,15.5127777777778,180000.0,0.0,1.5
188034,45127.3380092593,45128.4161921296,39172.0,2747.0,836.0,365.0,1160.0,827.011111111111,250000.0,6250.0,5.0
396567,45132.3703125,44789.5431944444,0.0,75.0,0.0,73.0,1160.0,0.5,700.0,0520-1,GM-MOWER
322065,44155.2959953704,,0.0,2511.0,,1.0,1160.0,0.300555555555556,0.0,7000.0,8.0
065111,44984.4652083333,45090.8268287037,152679.0,5556.0,2567.0,192.0,960.0,90.0444444444445,220000.0,5500.0,1.5
045117,,44839.3434953704,31258.0,1145.0,3576.0,0.0,1160.0,1.5,4500.0,000557,PICKU-1/2T
322060,45009.343599537,45118.5515162037,0.0,1457.0,0.0,22.0,1160.0,41.0497222222222,0.0,7000.0,8.0
045118,45127.5330324074,45131.4305555556,41119.0,1599.0,4090.0,133.0,1160.0,0.0,180000.0,0.0,1.5
095189,45134.3679513889,45118.40625,5467.0,10.0,5194.0,5.0,1160.0,17.2116666666667,160000.0,0.0,1.5
378307,43663.3419791667,1.0,1.0,0.0,0.0,GROUND,1.0,GM-UT-CART,0582-1,9 LESLIE ST,
201008,45131.5645601852,44972.5446643519,57206.0,3952.0,3138.0,234.0,1160.0,98.3355555555556,220000.0,8000.0,1.5
285063,45121.5261921296,,9.0,0.0,0.0,APPARATUS,11.3713888888889,1.0,9800.0,4426-1,APP-COMPRRESS
080125,45138.4506365741,44987.2786805556,9124.0,167.0,9124.0,,768.0,48.0,220000.0,5500.0,4.0
007370,44693.3595717593,0.0,0.0,0.0,0.0,TRAILER,0.0,0.5,0.0,005495,TRL-UTILITY
050101,45134.5581597222,45065.7555787037,46906.0,2015.0,11016.0,435.0,1160.0,2.86527777777778,180000.0,0.0,1.5
156069,45047.5242592593,45012.3706365741,93972.0,0.0,4168.0,0.0,1160.0,9.25472222222222,220000.0,0.0,4.0
322072,45128.6263888889,45097.5066319444,0.0,5664.0,0.0,204.0,1160.0,850.520833333333,0.0,7000.0,8.0
294058,43545.4352662037,44994.6503240741,0.0,458.0,0.0,1.0,648.0,374.078888888889,0.0,9800.0,1.0
192012,45133.5237962963,45071.4488888889,13313.0,930.0,1640.0,163.0,1160.0,385.956944444444,250000.0,10000.0,6.0
332003,43830.0,40246.6136921296,2171.0,0.0,0.0,0.0,1160.0,3.0,4900.0,0520-1,ICE-RESURF
047084,45135.5516782407,45131.365,22413.0,829.0,7084.0,28.0,1160.0,221.423055555556,180000.0,,1.5
020048,45091.5536574074,44987.1883101852,3110.0,144.0,776.0,47.0,1160.0,0.742222222222222,160000.0,0.0,1.0
267166,44897.3826967593,0.0,0.0,0.0,0.0,TRAILER,0.5,TRL-UTILITY,005109,301 ROCKCLIFFE BLVD,
094124,45105.3407291667,45114.6766782407,11262.0,771.0,2004.0,139.0,1160.0,88.0,160000.0,4000.0,1.0
396592,45128.4484143518,0.0,0.0,0.0,0.0,GROUND,53.2380555555556,0.5,2100.0,40010,GM-MOWER
156135,45135.5621643519,45113.4037268519,74755.0,5392.0,2940.0,68.0,1160.0,247.673611111111,220000.0,0.0,4.0
156162,45126.5679166667,45098.4478703704,41576.0,2290.0,2233.0,15.0,1160.0,21.4702777777778,220000.0,0.0,4.0
020040,45132.4502430556,45120.3868055556,47811.0,1967.0,6348.0,231.0,1160.0,7.79083333333333,160000.0,0.0,1.0
076039,45138.3131018519,,54873.0,3311.0,5783.0,4.0,1160.0,151.132222222222,220000.0,0.0,1.5
187028,45069.3370949074,45092.5192476852,31626.0,2184.0,2203.0,154.0,1160.0,620.314166666667,250000.0,6250.0,5.0
094126,45134.7410300926,45092.2705902778,42176.0,1405.0,2.0,2.0,1160.0,83.9336111111111,160000.0,4000.0,1.0
050032,45138.4492013889,45118.497962963,54469.0,2426.0,5390.0,334.0,1160.0,,180000.0,4500.0,1.5
376099,43207.4224421296,0.0,0.0,0.0,0.0,ICEMAIN,,,003466,292 MANSE RD,
202029,45050.3010300926,45050.3624884259,68561.0,3078.0,1497.0,150.0,1160.0,340.5225,250000.0,10000.0,6.25
156152,45096.5700115741,45105.3281828704,99822.0,3860.0,8994.0,657.0,1160.0,232.023888888889,220000.0,0.0,4.0
396524,45138.5141898148,45105.4689814815,0.0,1268.0,0.0,238.0,1160.0,0.126666666666667,,4200.0,0.5
376046,44190.5580439815,43428.3583333333,8303.0,868.0,0.0,0.0,1160.0,3.0,4900.0,0520-1,ICE-RESURF
095134,45014.5077662037,45075.4210185185,76990.0,3859.0,,60.0,1160.0,80.1177777777778,160000.0,0.0,1.5
294041,45119.3321527778,44917.5298148148,0.0,514.0,0.0,55.0,1160.0,,0.0,6300.0,1.0
112224,45125.3979976852,45022.589537037,97360.0,0.0,2321.0,0.0,1160.0,79.8533333333333,220000.0,0.0,1.5
003101,45137.6367592593,45084.5005092593,46366.0,0.0,2790.0,0.0,,67.7536111111111,160000.0,0.0,1.0
135182,45133.4799189815,45127.9603819444,46043.0,1834.0,6273.0,294.0,1160.0,137.666944444444,220000.0,5500.0,3.0
155016,45054.5273263889,45128.3661574074,90405.0,3511.0,,23.0,1160.0,55.2122222222222,220000.0,5500.0,4.0
005008,45138.8125115741,45118.4686458333,157480.0,5886.0,18561.0,3.0,,-1,160000.0,4000.0,1.5
050105,45138.5741319444,45008.3617476852,25488.0,1153.0,5335.0,293.0,1160.0,42.6311111111111,180000.0,0.0,1.5
378261,42676.3050694444,0.0,1.0,0.0,0.0,GROUND,1.0,GM-UT-CART,005649,51 BEECHGROVE DR,
045061,45128.4471643519,44930.3890740741,10605.0,762.0,544.0,48.0,1160.0,107.016388888889,180000.0,0.0,1.5
050202,45072.3566898148,270.0,0.0,270.0,0.0,CLASS2,7.43944444444444,1.5,4500.0,003889,PICKU-1/2T
378094,42480.3217476852,5.0,302.0,0.0,0.0,GROUND,1.0,GM-UT-CART,003893,451 BRIMLEY RD,
501017,44718.2817939815,0.0,1.0,0.0,0.0,APPARATUS,1.0,APP-COMPRRESS,000525,1116 KING ST W,APPARUTUS-COMPRESSOR
065062,45137.703900463,45118.362650463,83603.0,2465.0,7292.0,651.0,1160.0,279.772222222222,220000.0,0.0,1.5
043276,45114.2353356481,45119.3643981482,22693.0,632.0,5004.0,0.0,1160.0,0.0102777777777778,180000.0,0.0,1.5
080063,45001.3131828704,45002.5392013889,203534.0,3352.0,2261.0,3.0,648.0,76.9191666666667,220000.0,,4.0
236271,43830.0,45125.6815625,72598.0,8114.0,6279.0,584.0,1160.0,223.29,250000.0,10000.0,8.0
112411,45138.9693518519,45124.3824537037,108142.0,7413.0,7150.0,727.0,1160.0,39.1791666666667,220000.0,0.0,1.5
378342,44965.3293518519,0.0,6.0,0.0,6.0,GROUND,19.3947222222222,1.0,2100.0,20010,GM-UT-CART
329008,45013.3016435185,0.0,532.0,0.0,230.0,LIFTING,13.1913888888889,2.0,4200.0,0582-1,LIFT-FRKLFT
267221,45063.4021412037,0.0,0.0,0.0,0.0,TRAILER,30.3486111111111,0.5,0.0,002426,
376074,0.0,0.0,0.0,0.0,ICEMAIN,10.0,ICE-RESURF,ICE-MAIN-RESURFACER,15 CLUBHOUSE CRT,,376ZAMBNG12
112391,45135.3153356481,45071.2600694444,68791.0,2785.0,10307.0,375.0,1160.0,3.09361111111111,220000.0,0.0,1.5
075018,45118.3170138889,44956.3050925926,778.0,79.0,616.0,76.0,1160.0,5.2775,220000.0,5500.0,1.5
067123,45134.5378125,45034.3110763889,4065.0,1263.0,4065.0,1263.0,1088.0,167.336666666667,220000.0,0.0,1.5
045059,45133.5843518519,45112.4045138889,100148.0,3986.0,3591.0,236.0,1160.0,319.961944444444,180000.0,0.0,1.5
112469,45138.797337963,45138.809212963,47531.0,3272.0,10082.0,692.0,1160.0,0.0,220000.0,0.0,1.5
112430,45128.5602199074,45090.3573842593,29315.0,648.0,5150.0,0.0,1160.0,53.9536111111111,220000.0,0.0,1.5
267249,45062.4296759259,0.0,0.0,0.0,0.0,TRAILER,5.68777777777778,0.5,0.0,002426,TRL-UTILITY
376069,0.0,0.0,0.0,0.0,ICEMAIN,10.0,ICE-RESURF,ICE-MAIN-RESURFACER,45 GOULDING AVE,,376ZAMBNG12
236317,43830.0,45128.6869907407,64916.0,5648.0,7105.0,678.0,1160.0,108.549722222222,250000.0,10000.0,8.0
095124,45133.4762152778,44972.3898611111,19423.0,1844.0,1165.0,102.0,1160.0,10.7416666666667,160000.0,0.0,1.5
332024,,0.0,0.0,0.0,,10.0,ICE-M-RESURF,ICE-MAIN-TRACTOR MOUNTED RESUR,441 KIPLING AVE,,332OLYMNA11
003238,,44988.4268402778,49161.0,326.0,5435.0,301.0,1160.0,14.475,160000.0,0.0,1.0
396555,45138.3154398148,44869.6261805556,0.0,367.0,0.0,246.0,1160.0,0.5,7000.0,10010,GM-MOWER
318035,45000.3791666667,,0.0,404.0,0.0,107.0,1160.0,0.0127777777777778,0.0,3500.0,0.5
003113,44914.4719675926,44894.4494328704,48337.0,410.0,0.0,0.0,152.0,1.0,0.0,005581,SEDAN-PASS
041407,45126.3184027778,45016.370462963,10343.0,9.0,5591.0,1.0,1160.0,2.35611111111111,160000.0,4000.0,1.5
206096,,45055.2600115741,45264.0,471.0,5005.0,5.0,1160.0,29.9488888888889,400000.0,10000.0,5.0
319253,45105.4825925926,0.0,64.0,0.0,64.0,GROUND,20.6666666666667,0.5,7000.0,4301-1,GM-TRACT
378253,44797.4128125,0.0,371.0,0.0,0.0,GROUND,1.0,GM-UT-CART,000579,130 THE QUEENSWAY,
319117,44739.3153819444,0.0,311.0,0.0,0.0,GROUND,0.5,GM-TRACT,,,GROUNT-TRACTOR
067118,45137.4792824074,45086.2676157407,9316.0,1427.0,9316.0,1427.0,1072.0,92.9141666666667,220000.0,0.0,1.5
156108,44260.3360532407,44706.6650115741,89289.0,442.0,0.0,0.0,1160.0,6.0,5500.0,4847-1,TRUCK-DUMP
396429,44428.3113310185,44333.35125,0.0,768.0,0.0,0.0,1160.0,0.5,2100.0,003681,GM-MOWER
379053,0.0,0.0,0.0,0.0,GROUND,8.0,GM-UT-CART,,,,379CLUBEL13
318041,45135.4705208333,45027.545775463,0.0,843.0,0.0,138.0,1160.0,78.5191666666667,0.0,3500.0,0.5
067128,45135.4820949074,45124.4135300926,17396.0,1601.0,14635.0,1347.0,1160.0,28.8941666666667,220000.0,5500.0,1.5
041398,45134.3476041667,44951.3318981481,24967.0,754.0,2483.0,73.0,1160.0,2.96583333333333,160000.0,4000.0,1.5
065084,44999.5563888889,45117.3709490741,110696.0,2252.0,1171.0,1.0,1160.0,179.265277777778,220000.0,0.0,1.5
322059,45000.3638888889,45092.3779513889,0.0,3381.0,0.0,61.0,1160.0,310.036944444444,0.0,7000.0,8.0
095148,45097.4753819444,45084.6561226852,86329.0,858.0,761.0,7.0,1160.0,98.7833333333333,160000.0,0.0,1.5
042014,45131.5415046296,44980.3999884259,50064.0,3217.0,7772.0,535.0,1160.0,61.3930555555556,180000.0,4500.0,1.5
329064,45100.4953009259,0.0,185.0,0.0,185.0,LIFTING,202.94,2.0,,10010,LIFT-FRKLFT
076081,45134.4161458333,44964.4643055556,18955.0,1010.0,3816.0,226.0,1160.0,292.856666666667,220000.0,0.0,1.5
135166,45120.4158101852,44959.5047453704,25940.0,1063.0,2912.0,120.0,1160.0,34.3233333333333,220000.0,5500.0,3.0
001155,45138.4255324074,45002.5533217593,1239.0,7.0,486.0,1.0,1160.0,3.29083333333333,160000.0,0.0,1.0
176030,,45138.5679282407,28789.0,2111.0,1093.0,154.0,1160.0,101.106111111111,250000.0,10000.0,5.5
156188,45135.5821180556,45085.4073032407,53980.0,3972.0,3953.0,266.0,1160.0,78.5469444444444,,0.0,4.0
061151,44917.2717476852,44917.3109606481,209302.0,6248.0,1.0,1.0,304.0,88.0,220000.0,0.0,1.5
112478,45135.5690740741,45133.3467708333,26331.0,831.0,5275.0,268.0,1160.0,1.23472222222222,220000.0,0.0,1.5
201005,45127.5805671296,44964.448275463,64351.0,392.0,3485.0,1.0,1160.0,69.2413888888889,220000.0,8000.0,1.5
050050,45124.4410185185,44953.3118402778,42482.0,1913.0,6528.0,297.0,1160.0,112.0,180000.0,0.0,1.5
2163,44932.4558796296,0.0,313.0,0.0,1.0,LIFTING,0.0175,2.0,1400.0,003684,LIFT-ELEV
003229,45115.4954282407,45084.4397569444,55064.0,608.0,1.0,1.0,1160.0,2.50805555555556,160000.0,0.0,1.0
065157,45138.7131712963,45062.3861689815,1496.0,136.0,1496.0,136.0,376.0,6.73194444444444,220000.0,5500.0,1.5
111070,45118.5732407407,45057.4640856481,19712.0,981.0,689.0,69.0,1160.0,226.221944444444,180000.0,0.0,1.5
395042,,0.0,2247.0,0.0,,GROUND,0.5,GM-MOWER,006155,2481 BIRCHMOUNT RD,GROUND-MOWER
080106,45138.4598726852,45138.5024421296,30834.0,897.0,5353.0,2.0,1160.0,36.1852777777778,220000.0,5500.0,4.0
041332,45135.5506134259,44987.3318402778,34235.0,1423.0,5963.0,249.0,1160.0,19.6836111111111,160000.0,4000.0,1.5
067018,44991.4073611111,44958.4047800926,35877.0,2347.0,429.0,68.0,1160.0,54.2852777777778,220000.0,0.0,1.5
395027,45133.3674768519,0.0,1562.0,0.0,128.0,GROUND,0.5,GM-MOWER,005486,1000 JANE ST,GROUND-MOWER
267239,45062.4291435185,0.0,0.0,0.0,0.0,TRAILER,65.4491666666667,,0.0,002426,TRL-UTILITY
050023,45133.4903125,44980.6026851852,88727.0,,7328.0,10.0,1160.0,97.5355555555556,180000.0,4500.0,1.5
003140T,44946.4564930556,,47468.0,277.0,962.0,1.0,856.0,6.58833333333333,160000.0,0.0,1.0
050104,45105.3696759259,44839.3547453704,48849.0,2555.0,7079.0,352.0,1160.0,1.5,0.0,003681,PICKU-1/2T
077026,45125.5512962963,45061.3200694444,2853.0,166.0,1628.0,102.0,1160.0,1.65055555555556,220000.0,0.0,1.5
376112,43814.5609837963,,1.0,0.0,0.0,ICEMAIN,3.0,ICE-RESURF,004334,155 CULFORD RD,ICE-MAIN-RESURFACER
001164,45135.4138194444,45134.3634027778,5821.0,147.0,3225.0,135.0,1160.0,9.19416666666667,160000.0,0.0,1.0
156146,45075.31,,52744.0,2503.0,2238.0,143.0,1160.0,274.783333333333,220000.0,5500.0,6.0
378330,45047.4673726852,0.0,5.0,0.0,2.0,GROUND,15.8711111111111,1.0,,0582-1,GM-UT-CART
007029,45137.3240625,45120.3190162037,,4982.0,7584.0,158.0,1160.0,138.342777777778,160000.0,0.0,1.5
001165,45126.4421412037,44908.3622800926,15245.0,796.0,6088.0,201.0,1160.0,1.0,0.0,,SEDAN-PASS
065202,45138.3114699074,45019.5331018519,8042.0,669.0,6794.0,618.0,1160.0,10.0433333333333,220000.0,0.0,1.5
064132,45101.2913078704,45103.3235300926,81344.0,2952.0,3290.0,209.0,1160.0,253.900555555556,220000.0,0.0,1.5
075004,45134.4857523148,45121.2714699074,155583.0,8907.0,8944.0,8.0,1160.0,83.8936111111111,220000.0,0.0,1.5
161013,43987.4647916667,43990.3263657407,0.0,0.0,0.0,0.0,1160.0,,0.0,,TRUCK-CUBE
318010,39800.7083333333,45124.3375810185,0.0,705.0,0.0,0.0,1160.0,12.1972222222222,0.0,2100.0,0.5
188049,45113.4843981481,45097.336099537,47907.0,1421.0,4796.0,4.0,1160.0,92.9566666666667,250000.0,6250.0,5.0
318048,45099.2738541667,44589.389212963,0.0,179.0,0.0,24.0,1160.0,0.5,3500.0,005486,GM-TRACT
378289,45137.5241550926,44574.7701967593,0.0,190.0,0.0,67.0,1160.0,1.0,2100.0,,GM-UT-CART
112236,45119.3420601852,44810.5434953704,85128.0,0.0,4573.0,0.0,1160.0,1.5,0.0,000782,VAN-3/4T
094095,45134.4470833333,45041.2743055556,35201.0,793.0,3420.0,1.0,1160.0,32.0344444444444,160000.0,4000.0,1.0
502348,0.0,0.0,0.0,0.0,FACILITY,8.0,FM-FL-BUR,,,,BURNISHER97A
003246,45126.4930902778,44932.3933217593,37286.0,2288.0,2715.0,133.0,1160.0,1.52083333333333,160000.0,0.0,1.0
067059,45138.4666898148,45138.5308449074,8408.0,664.0,625.0,30.0,1160.0,3.25972222222222,220000.0,0.0,
112509,45124.5662962963,45127.2706712963,23711.0,1416.0,16949.0,967.0,1160.0,80.0227777777778,220000.0,0.0,1.5
095158,45114.4578009259,44888.457974537,23731.0,768.0,3329.0,58.0,1160.0,216.0,160000.0,0.0,1.5
045114,45134.3733564815,45012.3921759259,78606.0,3741.0,11019.0,2.0,1160.0,,180000.0,4500.0,1.5
323075,45129.6298611111,45131.4981828704,0.0,18789.0,0.0,1070.0,1160.0,377.064722222222,0.0,17400.0,8.0
333025,45133.3906018519,0.0,3.0,0.0,3.0,CONSTRUCT,370.12,5.5,15400.0,005154,CON-CRW-EXC
324034,45104.3733101852,45015.6355324074,0.0,92.0,0.0,92.0,1120.0,56.7711111111111,0.0,7000.0,4.0
267193,44970.3446180556,0.0,0.0,0.0,0.0,TRAILER,15.7291666666667,0.5,0.0,003892,TRL-UTILITY
076033,45128.5197222222,45138.3796875,75497.0,4122.0,4364.0,301.0,1160.0,138.239722222222,220000.0,0.0,1.5
298006,44239.3174189815,,962.0,0.0,0.0,APPARATUS,4.25,APP-LEAF-LD,4301-1,61 TORYORK DR,APPARUTUS-LEAF LOADER
222038,43830.0,45133.2498726852,39798.0,1379.0,16.0,7.0,1160.0,265.849166666667,220000.0,5500.0,8.0
045119,45131.5339467593,45083.5138310185,35097.0,1353.0,3172.0,104.0,1160.0,59.48,180000.0,0.0,1.5
064165,45134.3142939815,45061.3460763889,66513.0,3949.0,2306.0,131.0,1160.0,127.694166666667,220000.0,0.0,1.5
319234,44996.6880555556,45097.3715162037,0.0,574.0,0.0,438.0,1160.0,204.286944444444,0.0,3500.0,2.0
094111,45128.4452777778,45002.4744097222,18404.0,1418.0,2463.0,154.0,1160.0,1.41666666666667,160000.0,4000.0,1.0
267150,44993.5112847222,0.0,0.0,0.0,0.0,TRAILER,85.7738888888889,0.5,0.0,004301,TRL-UTILITY
267060,45096.5252314815,0.0,0.0,0.0,0.0,TRAILER,11.9505555555556,0.5,0.0,005381,TRL-UTILITY
050167,45114.3489236111,45008.4082175926,5327.0,206.0,5002.0,195.0,1160.0,12.89,180000.0,4500.0,1.5
378018,,830.0,302.0,0.0,0.0,GROUND,1.0,GM-UT-CART,003975,3079 BIRCHMOUNT RD,
045106,45131.5747337963,45118.4014467593,94360.0,5760.0,10972.0,303.0,,278.281666666667,180000.0,0.0,1.5
076038,45126.8838078704,45041.3080671296,63088.0,4775.0,5877.0,401.0,1160.0,355.578333333333,220000.0,,1.5
202032,45131.3122916667,45103.3179282407,24552.0,1772.0,2144.0,172.0,1160.0,253.964722222222,250000.0,10000.0,6.25
041420,45138.2916203704,45084.2835185185,13893.0,820.0,10352.0,576.0,1088.0,0.0605555555555556,160000.0,4000.0,1.5
050121,45134.5116087963,45035.4671180556,32579.0,2012.0,6741.0,467.0,1160.0,274.124166666667,180000.0,0.0,1.5
065189,45132.3015393519,45019.6472106481,11806.0,46.0,8488.0,13.0,1160.0,72.0186111111111,220000.0,,1.5
236314,43830.0,45106.6435069444,64343.0,7892.0,15315.0,1206.0,1160.0,119.416111111111,250000.0,10000.0,8.0
236287,43830.0,45135.3419791667,101776.0,13456.0,7081.0,1039.0,1160.0,587.545277777778,250000.0,10000.0,8.0
067108,45138.5763888889,44959.2546296296,2235.0,194.0,2235.0,194.0,912.0,76.4883333333333,220000.0,0.0,1.5
378268,44860.5019791667,44771.4339930556,0.0,838.0,0.0,0.0,1160.0,1.0,2100.0,000549,GM-UT-CART
237218,43830.0,45135.7183333333,44642.0,3180.0,3637.0,51.0,1160.0,144.156666666667,250000.0,6250.0,8.0
065197,45103.2841203704,44886.4769097222,1065.0,11.0,914.0,6.0,1160.0,1.5,0.0,005495,PICKU-3/4T
378186,44686.9008680556,21.0,23.0,0.0,0.0,GROUND,1.0,GM-UT-CART,005154,545 COMMISSIONERS ST,
067104,45131.3012731482,45021.4927430556,23068.0,1474.0,5495.0,356.0,1160.0,16.815,220000.0,0.0,1.5
319225,45005.52875,,0.0,358.0,0.0,153.0,1160.0,317.231944444444,0.0,3500.0,2.0
076098,45118.4876041667,45113.4692361111,7359.0,268.0,7226.0,262.0,1160.0,265.884444444444,220000.0,0.0,1.5
115027,45136.312337963,45040.3061805556,23161.0,1213.0,7834.0,453.0,1160.0,45.0288888888889,220000.0,0.0,1.5
050116,45135.3248842593,45120.4229166667,41981.0,980.0,10001.0,480.0,1160.0,306.270277777778,180000.0,0.0,1.5
041245,44873.4279861111,44895.4594791667,25730.0,188.0,1.0,1.0,1160.0,248.0,160000.0,4000.0,1.5
077025,45131.4239351852,45030.4366087963,11028.0,724.0,1330.0,77.0,1160.0,21.7619444444444,,5500.0,4.0
296014A,45120.5575347222,0.0,0.0,0.0,0.0,TRAILER,38.1191666666667,0.5,,004847,
322082,45056.4226157407,45120.5780787037,0.0,3452.0,0.0,80.0,1160.0,6.34527777777778,0.0,7000.0,8.0
318049,45098.4250231481,45138.3316666667,0.0,371.0,0.0,321.0,1160.0,10.3875,0.0,3500.0,0.5
154045,45090.3900578704,45058.2690856481,37540.0,0.0,3531.0,0.0,1160.0,20.6533333333333,220000.0,0.0,4.0
315071,0.0,0.0,0.0,0.0,CLASS5,,ROAD-ST-SWEEP,ROAD-MAIN-STREET SWEEPER,,,315GMCDI09
384023,44861.3831944444,0.0,0.0,0.0,0.0,GROUND,0.5,GM-BIKE,001007,65 FRONT ST W,GROUNT-CARGO-BIKE
050005,44757.4563773148,45056.3767013889,106027.0,864.0,5000.0,1.0,800.0,6.95916666666667,180000.0,4500.0,1.5
041433,45134.4645833333,44741.3303935185,9359.0,253.0,6165.0,163.0,1160.0,1.5,4000.0,30010,SEDAN-PASS
379037,0.0,0.0,0.0,0.0,GROUND,8.0,GM-UT-CART,,,,379EZGOEL11
112459,45117.359849537,45118.3207638889,22842.0,23.0,1328.0,2.0,1160.0,68.8583333333333,220000.0,0.0,1.5
001112,45127.4652662037,45117.451087963,29808.0,2596.0,1.0,1.0,1160.0,21.1058333333333,160000.0,0.0,1.0
064178,45131.4859953704,,14135.0,604.0,4105.0,170.0,1160.0,72.6563888888889,220000.0,0.0,1.5
044074,43361.3240509259,43361.4334837963,0.0,0.0,,0.0,1160.0,1.5,0.0,006217,PICKU-1/2T
269062,43913.594537037,0.0,0.0,0.0,0.0,APPARATUS,0.5,APP-ARR-BD,001984,30 NORTHLINE RD,APPARUTUS ARROW BOARD
208010,45078.3164236111,45133.4352546296,81801.0,4896.0,2938.0,182.0,1160.0,415.918333333333,220000.0,5500.0,4.0
074025,45015.0177199074,45127.5665162037,18827.0,688.0,1.0,1.0,1160.0,167.286944444444,220000.0,0.0,1.5
286016,45035.308587963,0.0,284.0,0.0,284.0,APPARATUS,80.6019444444444,0.5,2100.0,003698,APP-GENERATOR
156153,,45100.3560069444,68409.0,3747.0,6011.0,453.0,1160.0,86.565,220000.0,0.0,4.0
294031,43543.5733333333,45034.5221990741,0.0,476.0,0.0,1.0,1160.0,268.427777777778,0.0,7000.0,1.0
376022,43528.4184837963,40890.3779166667,9442.0,1731.0,0.0,0.0,1160.0,3.0,4900.0,0520-1,ICE-RESURF
885A,45035.3271990741,,0.0,0.0,0.0,TRAILER,10.5177777777778,0.5,0.0,005495,TRL-UTILITY
067065,45133.4746527778,,44483.0,4978.0,4995.0,785.0,1160.0,53.7533333333333,220000.0,,1.5
194029,45135.6804166667,45112.5304976852,24391.0,3909.0,2280.0,267.0,1160.0,184.410833333333,250000.0,10000.0,3.0
319202,44988.3275578704,45106.3620717593,0.0,407.0,0.0,104.0,1160.0,325.751111111111,0.0,3500.0,2.0
269086,0.0,0.0,0.0,0.0,APPARATUS,12.0,APP-ARR-BD,APPARUTUS ARROW BOARD,30 NORTHLINE RD,,269VERMNA23
378107,41946.3724189815,6.0,1.0,0.0,0.0,GROUND,1.0,GM-UT-CART,005619,61A EDGEHILL RD,
324019,45001.3486458333,0.0,1539.0,0.0,14.0,CONSTRUCT,4.0,CON-SKD-STR,005381,441 KIPLING AVE,CONSTRUCT-SKID STEER
322066,45134.3015277778,45117.2912384259,0.0,6357.0,0.0,259.0,1160.0,112.728611111111,0.0,7000.0,8.0
315107,45138.5534953704,45131.2848842593,0.0,1297.0,0.0,300.0,1160.0,1284.4325,250000.0,9000.0,8.0
267169,45075.3177199074,0.0,0.0,0.0,0.0,TRAILER,154.685,0.5,0.0,003698,TRL-UTILITY
322099,45061.4361574074,45131.4187731482,0.0,117.0,0.0,117.0,992.0,102.480833333333,0.0,7000.0,8.0
095180,45104.5809259259,45125.4276851852,1493.0,57.0,1.0,1.0,1160.0,8.02333333333333,160000.0,0.0,1.5
065170,45138.397974537,44868.4316319444,3878.0,219.0,2392.0,126.0,1160.0,1.5,0.0,002990,PICKU-3/4T
158072,44889.4676273148,44970.849224537,73366.0,4434.0,29.0,16.0,,,250000.0,6250.0,5.0
020009,45134.6588888889,44903.1860416667,32380.0,2834.0,3676.0,371.0,1160.0,0.0,160000.0,0.0,1.0
236304,43830.0,,36476.0,4179.0,8656.0,994.0,1160.0,98.1061111111111,250000.0,10000.0,8.0
376077,,0.0,0.0,0.0,ICEMAIN,10.0,ICE-RESURF,ICE-MAIN-RESURFACER,2975 DON MILLS RD,,376ZAMBNG13
175049,45128.3154861111,45135.3733333333,88229.0,4017.0,381.0,37.0,1160.0,125.821944444444,250000.0,6250.0,5.5
289020,45092.3212268519,45083.6920833333,0.0,2630.0,0.0,41.0,1160.0,338.515277777778,0.0,3500.0,1.0
003254,45005.5648958333,6411.0,0.0,2.0,0.0,CLASS1,,1.0,0.0,3892-2,SEDAN-PASS
004922,45040.8887152778,2137.0,14.0,3.0,2.0,FACILITY,0.0,3.0,700.0,001045,FM-FL-SWP
005005,45137.8242939815,45091.2977893519,127038.0,6301.0,10254.0,302.0,1160.0,5.45166666666667,160000.0,4000.0,1.5
298015,41949.3325925926,44729.4144097222,0.0,270.0,0.0,0.0,1160.0,,6300.0,4301-1,APP-LEAF-LD
269085,0.0,0.0,0.0,0.0,APPARATUS,12.0,APP-ARR-BD,APPARUTUS ARROW BOARD,EASTERN GARAGE,,269VERMNA23
065155,45134.5871875,45077.4766087963,5263.0,518.0,4791.0,457.0,1160.0,70.3363888888889,220000.0,5500.0,1.5
315093,43966.5141435185,43970.4297337963,0.0,0.0,0.0,0.0,1160.0,8.0,9000.0,,ROAD-ST-SWEEP
286002,44223.3609953704,0.0,29.0,0.0,0.0,APPARATUS,1.0,APP-COMPRRESS,005154,545 COMMISSIONERS ST,APPARUTUS-COMPRESSOR
007038,45128.1471990741,45008.4596643519,136259.0,7132.0,11411.0,2.0,1160.0,10.0972222222222,160000.0,0.0,
M9-096,38342.4179976852,0.0,0.0,0.0,0.0,TRAILER,0.5,TRL-UTILITY,,,
237194,43830.0,,75609.0,8677.0,6397.0,820.0,1160.0,321.493611111111,250000.0,6250.0,8.0
396342,41564.4076273148,0.0,9.0,0.0,0.0,GROUND,0.5,GM-MOWER,0516-3,200 PARKSIDE DR,GROUND-MOWER
384014,0.0,0.0,0.0,0.0,GROUND,8.0,GM-BIKE,GROUNT-CARGO-BIKE,433 EASTERN AVE,,384GIANNA04
