UNIT_NO,LAST_FUEL_DATE,LAST_WORKORDER_OPEN_DATE,M5_LIFE_KM_USAGE(KM),M5_LIFE_HRS_USAGE(Hrs),M5_YTD_KM_USAGE(KM),M5_YTD_HRS_USAGE(Hrs),AVAILABLE HOURS (Hrs),DOWNTIME(Hrs),EXPECT_USAGE(KM),EXPECT_USAGE(Hrs),VEU
347027,44594.5203935185,0.0,15.0,0.0,0.0,WINTERMAIN,2.0,WM-BLOW,4301-1,61 TORYORK DR,WINTER-MAIN-SNOW BLOWER
206084,45138.4859606481,45119.2890046296,123429.0,3925.0,21703.0,649.0,1160.0,44.3088888888889,400000.0,10000.0,5.0
080046,44862.4332638889,44838.2739583333,116264.0,0.0,0.0,0.0,152.0,4.0,5500.0,5381-1,TRUCK- UTILI
001064,45112.5943981481,44910.2665625,17646.0,435.0,2321.0,0.0,1160.0,,0.0,5381-1,SEDAN-PASS
065175,45126.3836574074,,6248.0,32.0,6248.0,32.0,1048.0,85.6558333333333,220000.0,0.0,1.5
112309,,45138.262962963,66661.0,2796.0,4517.0,7.0,1160.0,265.291944444444,220000.0,0.0,1.5
294078,44877.314212963,44959.7777893519,0.0,781.0,0.0,1.0,1160.0,189.788333333333,0.0,6300.0,1.0
095194,45132.5784259259,44984.3243865741,8528.0,53.0,4160.0,1.0,1160.0,17.7744444444444,160000.0,0.0,1.5
378288,,43224.3561574074,0.0,758.0,0.0,259.0,1160.0,1.0,2100.0,,GM-UT-CART
329019,0.0,0.0,0.0,0.0,LIFTING,15.0,LIFT-FRKLFT,,,,329CATEPR07
045029,45114.3187962963,45075.5064814815,56031.0,0.0,2426.0,0.0,1160.0,83.7386111111111,180000.0,0.0,1.5
003201,45131.5863310185,44943.650462963,74288.0,329.0,3300.0,1.0,1160.0,78.4041666666667,160000.0,0.0,1.0
020013,45133.27125,44839.6308680556,57276.0,2149.0,8484.0,320.0,1160.0,1.0,0.0,005581,SEDAN-PASS
187008,,44897.3184953704,47564.0,1317.0,0.0,0.0,152.0,5.0,6250.0,003892,TRUCK-DUMP
319252,45113.2945138889,0.0,2.0,0.0,2.0,GROUND,136.624722222222,0.5,7000.0,10010,GM-TRACT
111057,45138.2300925926,44988.4504050926,109550.0,2961.0,12130.0,323.0,1160.0,0.112777777777778,180000.0,0.0,1.5
043268,45055.6366435185,45048.3840277778,48899.0,3532.0,4989.0,301.0,1160.0,126.373333333333,180000.0,0.0,1.5
043282,45112.4066550926,44798.9054050926,1349.0,2.0,1187.0,0.0,,1.5,4500.0,0582-1,PICKU-1/2T
067013,44984.2909606481,44991.6067708333,40713.0,1533.0,1.0,1.0,1160.0,82.2563888888889,220000.0,0.0,1.5
020023,45092.5185532407,45092.6074074074,23620.0,1826.0,2352.0,165.0,1160.0,17.8913888888889,160000.0,0.0,1.0
156079,45037.5555555556,45091.5378819444,101206.0,0.0,2908.0,0.0,960.0,193.424166666667,220000.0,0.0,4.0
080062,45134.576087963,45119.5438541667,231450.0,6731.0,2872.0,204.0,1160.0,342.725277777778,220000.0,5500.0,6.0
064124,45118.4175462963,45050.4711458333,31811.0,1372.0,1.0,27.0,1160.0,31.3944444444444,220000.0,0.0,1.5
154062,45070.338287037,45047.3991435185,39134.0,1788.0,80.0,5.0,1160.0,242.697777777778,220000.0,,6.0
003207,45120.5400578704,44888.3753125,59633.0,336.0,6448.0,0.0,1160.0,,0.0,005940,SEDAN-PASS
043265,45124.4813773148,44988.5985648148,64153.0,2572.0,10.0,1.0,1160.0,8.02,180000.0,0.0,1.5
080098,45135.5899884259,45079.6425925926,108375.0,3224.0,4290.0,346.0,1160.0,420.686944444444,220000.0,5500.0,4.0
045135,45138.4795833333,45041.3740162037,35716.0,1497.0,9057.0,2.0,1160.0,21.0413888888889,180000.0,0.0,1.5
080093,45105.5070833333,45092.3867824074,86630.0,6353.0,5479.0,484.0,1160.0,145.982777777778,220000.0,5500.0,4.0
112396,45134.4349421296,44987.4847569444,48786.0,759.0,5765.0,89.0,1160.0,68.9166666666667,220000.0,0.0,1.5
112405,45138.503587963,45128.2950578704,45604.0,457.0,3840.0,1.0,1160.0,0.0,220000.0,0.0,1.5
250054,45119.2928125,0.0,0.0,0.0,0.0,TRAILER,102.368055555556,0.5,0.0,51020,TRL-VAN/TANK
269038,44293.5507986111,0.0,0.0,0.0,0.0,APPARATUS,0.5,APP-ARR-BD,000582,7 LESLIE ST,APPARUTUS ARROW BOARD
067073,45126.5566550926,45104.4268865741,13989.0,1308.0,796.0,1.0,1160.0,16.0319444444444,220000.0,0.0,1.5
048003,43350.3269328704,43355.5417592593,0.0,0.0,0.0,0.0,1160.0,1.5,4500.0,,
112402,45128.5486458333,45121.5325347222,45290.0,3682.0,715.0,304.0,1160.0,247.334166666667,220000.0,,1.5
378216,43515.4171412037,8.0,11.0,0.0,0.0,GROUND,1.0,GM-UT-CART,000525,1116 KING ST W,
318042,45127.414837963,44986.3481712963,0.0,708.0,0.0,138.0,1160.0,6.26611111111111,0.0,,
050115,45082.4022106481,45075.4044675926,31260.0,2310.0,4393.0,,1160.0,6.83138888888889,180000.0,,1.5
094062,45083.6779282407,45084.4428240741,105403.0,1259.0,39.0,9.0,1160.0,37.9369444444444,160000.0,4000.0,1.0
001083,45130.6372106482,45006.2648263889,32815.0,1848.0,3.0,2.0,1160.0,31.0347222222222,160000.0,0.0,1.0
237145,43830.0,44625.2642939815,25965.0,4966.0,0.0,0.0,152.0,8.0,6250.0,004869,TRUCK-SLOAD
267124,44351.3844328704,0.0,0.0,0.0,0.0,TRAILER,0.5,TRL-UTILITY,0520-1,50 BOOTH AVE,
330146,45098.2727662037,45089.5296875,0.0,3818.0,0.0,196.0,1160.0,96.9963888888889,0.0,2100.0,4.0
049010,45121.4482986111,45079.3097337963,7822.0,465.0,5401.0,331.0,1160.0,209.058333333333,180000.0,4500.0,1.5
323100,45137.493125,45055.512337963,0.0,3612.0,0.0,629.0,1160.0,81.8797222222222,0.0,9800.0,8.0
112415,,44860.5409375,,202.0,3212.0,0.0,1160.0,1.5,0.0,003377,VAN-3/4T
194011,45131.4013194444,45135.3161689815,46778.0,2194.0,5067.0,602.0,1160.0,22.1375,250000.0,10000.0,3.0
112362,43853.3092939815,43888.402037037,0.0,0.0,0.0,0.0,1160.0,1.5,0.0,,VAN-3/4T
237070,40668.4444444444,40669.5468865741,0.0,0.0,0.0,0.0,1160.0,8.0,6250.0,,TRUCK-SLOAD
319130,45132.5344328704,45044.7923958333,0.0,1531.0,0.0,19.0,1160.0,88.0,0.0,,0.5
396565,45019.3452199074,44608.2698842593,0.0,302.0,0.0,234.0,1160.0,0.5,3500.0,003893,GM-MOWER
324030,44715.4445601852,44942.6886805556,0.0,166.0,0.0,2.0,1160.0,94.2875,0.0,7000.0,4.0
378284,45136.4980902778,44747.9446064815,0.0,311.0,0.0,152.0,1160.0,1.0,2100.0,,GM-UT-CART
076059,45138.5778125,44986.3908333333,37249.0,2649.0,4078.0,2.0,1160.0,,220000.0,0.0,1.5
095094,45135.5212384259,45071.3459027778,64316.0,0.0,3296.0,0.0,1160.0,130.991944444444,160000.0,0.0,1.5
003226,,10189.0,0.0,2.0,0.0,CLASS1,238.569722222222,1.0,0.0,001045,SEDAN-PASS
237199,43830.0,45128.2932523148,77862.0,7428.0,5010.0,309.0,1160.0,368.635,250000.0,6250.0,8.0
112507,45138.6253819444,45070.6093518519,28716.0,7.0,15929.0,1.0,1160.0,24.8763888888889,220000.0,0.0,1.5
003257,45105.5342361111,45048.4216782407,1263.0,8.0,785.0,3.0,1160.0,133.48,160000.0,0.0,1.0
329018,45033.5361458333,0.0,885.0,0.0,2.0,LIFTING,20.7877777777778,2.0,4200.0,5464-1,LIFT-FRKLFT
095172,45131.5872800926,45131.3150810185,18089.0,523.0,5008.0,10.0,1160.0,25.2161111111111,160000.0,,1.5
250066,0.0,0.0,0.0,TRAILER,10.0,FLEET MAINTENANCE HAULAGE,250TITANA23,2022 TRAILER VAN/TANKER ALUMINUM OPEN TOP 145-155 CUYD AND KEITH WALKING FLOOR,,,STANDARD
4-97-44,38343.6878587963,5000.0,0.0,0.0,0.0,CLASS2,1.5,PICKU-1TON,,,PICKUP - 1 TON
330202,0.0,0.0,0.0,ROADMAIN,6.0,YONGE GARAGE,330MADVDI23,2023 MADVAC ROAD MAINTENANCE LITTER VACUUM 21-30HP 4X2 6 YEAR DIESEL,,,STANDARD
269016,43601.3138888889,0.0,0.0,0.0,0.0,APPARATUS,0.5,APP-ARR-BD,4301-1,,APPARUTUS ARROW BOARD
267090,45092.3077430556,0.0,0.0,0.0,0.0,TRAILER,66.6244444444444,0.5,0.0,004847,TRL-UTILITY
319145,45121.3440509259,45016.3445949074,0.0,2230.0,0.0,191.0,1160.0,93.1066666666667,0.0,4900.0,0.5
067085,,45084.3499537037,28879.0,2191.0,6620.0,536.0,1160.0,128.803333333333,220000.0,0.0,1.5
159033,44936.5742939815,45079.6262268519,44516.0,2816.0,482.0,28.0,1160.0,231.876111111111,250000.0,0.0,5.0
112404,45107.573287037,44946.5352777778,18082.0,594.0,2444.0,89.0,1160.0,8.32527777777778,220000.0,0.0,1.5
194040,45135.3890856481,45131.408912037,43890.0,1852.0,7060.0,311.0,1160.0,181.959722222222,250000.0,0.0,3.0
267234,45135.4168171296,0.0,0.0,0.0,0.0,TRAILER,43.7930555555556,0.5,0.0,002426,TRL-UTILITY
050092,45134.4794444444,45099.3374537037,13960.0,698.0,3.0,1.0,1160.0,26.3344444444444,180000.0,0.0,1.5
064190,45128.3470949074,45005.3448148148,5463.0,11.0,2956.0,1.0,1160.0,0.110277777777778,220000.0,8000.0,1.5
067012,44936.4024074074,45014.4576736111,81041.0,1261.0,5.0,5.0,1160.0,133.050833333333,220000.0,0.0,1.5
041282,45127.3193171296,44587.4455439815,10599.0,556.0,3317.0,203.0,1160.0,-1,4000.0,002990,SEDAN-PASS
191010,45054.9614467593,45071.8141898148,54071.0,2298.0,8073.0,452.0,1160.0,459.646666666667,250000.0,0.0,4.0
188064,45135.5297569444,45064.7475231482,31986.0,2428.0,4161.0,551.0,1160.0,296.3475,250000.0,,5.0
376015,42072.549537037,115.0,115.0,0.0,0.0,ICEMAIN,3.0,ICE-RESURF,0520-1,50 BOOTH AVE,ICE-MAIN-RESURFACER
379042,43773.3659722222,0.0,0.0,0.0,0.0,GROUND,1.0,GM-UT-CART,002979,4200 YONGE ST,
222027,43830.0,45079.4106944444,11524.0,,165.0,32.0,1160.0,68.0216666666667,250000.0,10000.0,8.0
319194,44992.3740509259,45126.3902546296,0.0,330.0,0.0,305.0,1160.0,208.39,0.0,3500.0,2.0
111107,45125.7385532407,45133.3961921296,12363.0,7.0,3073.0,0.0,1160.0,2.63083333333333,180000.0,0.0,1.5
095167,45134.3164467593,44935.5291435185,8599.0,969.0,10.0,1.0,1160.0,0.163333333333333,160000.0,0.0,1.5
050118,45127.5901273148,45093.3358101852,17686.0,1049.0,50.0,3.0,1160.0,7.94055555555556,180000.0,0.0,1.5
267200,45138.365150463,0.0,0.0,0.0,0.0,TRAILER,59.3666666666667,0.5,0.0,004847,TRL-UTILITY
269061,43634.4569212963,0.0,0.0,0.0,0.0,APPARATUS,0.5,,,,APPARUTUS ARROW BOARD
296012,45056.5641782407,0.0,86.0,0.0,7.0,APPARATUS,2.0,,003763,101 RIDGETOP RD,APPARUTUS-STUMP CUTTER
154061,45137.325,45085.6423726852,34322.0,1860.0,3829.0,404.0,1160.0,71.5158333333333,220000.0,5500.0,6.0
378351,45042.5297222222,44907.4905787037,0.0,126.0,0.0,122.0,1160.0,496.0,0.0,2100.0,1.0
378347,45136.4567824074,44833.2890625,0.0,280.0,0.0,279.0,1160.0,1.0,2100.0,001772,GM-UT-CART
001107,45117.4933449074,45084.4088888889,13439.0,1362.0,1193.0,85.0,1160.0,1.255,160000.0,0.0,1.0
236263,43830.0,45127.4215046296,89098.0,11679.0,9145.0,1212.0,1160.0,245.518888888889,250000.0,10000.0,8.0
006026,45113.4510069444,44991.3168402778,34057.0,115.0,4315.0,1.0,1160.0,0.441944444444444,160000.0,0.0,1.0
154056,45138.4996527778,45021.4559837963,63724.0,2332.0,2475.0,119.0,1160.0,131.920277777778,220000.0,5500.0,6.0
323091,45133.3151041667,45135.3262037037,0.0,1475.0,0.0,157.0,1160.0,40.0530555555556,0.0,9800.0,8.0
112251,45071.5937152778,45131.3333101852,77476.0,1707.0,2771.0,304.0,1160.0,358.88,220000.0,0.0,1.5
156193,45120.5086342593,45097.2995138889,33813.0,2349.0,5841.0,302.0,1160.0,446.969444444444,220000.0,5500.0,5.0
319223,44997.9640509259,45058.2850810185,0.0,,0.0,149.0,1160.0,125.897222222222,0.0,3500.0,2.0
041284,45132.5563310185,45117.3473726852,14608.0,446.0,1254.0,1.0,1160.0,183.426944444444,160000.0,4000.0,1.5
WORK1166,40371.5431481482,0.0,0.0,0.0,0.0,ATTACHMENT,0.5,ATT-SPRD,,,ATTACHMENT-SPREADER
315079,45138.5247222222,45121.5204861111,0.0,2713.0,0.0,364.0,1160.0,682.435277777778,250000.0,,8.0
156140,45120.3085532407,45097.3144560185,102971.0,7814.0,1161.0,167.0,1160.0,163.58,220000.0,5500.0,6.0
237263,45131.2800462963,9892.0,194.0,9892.0,194.0,CLASS8,123.820833333333,8.0,6250.0,004869,TRUCK-SLOAD
062091,45135.3931712963,44930.4270138889,112174.0,664.0,3542.0,1.0,1160.0,93.7516666666667,220000.0,0.0,1.5
204017,44413.4288657407,44988.5059027778,29488.0,2539.0,1.0,1.0,648.0,,250000.0,10000.0,8.25
094138,45112.837025463,44984.4240046296,869.0,31.0,869.0,31.0,720.0,61.8238888888889,160000.0,4000.0,1.0
050164,45134.5840393519,45084.3829398148,,911.0,12480.0,578.0,1160.0,0.0966666666666667,180000.0,4500.0,1.5
064135,45104.2703935185,44930.3584259259,85463.0,3575.0,2475.0,152.0,1160.0,154.099166666667,220000.0,0.0,1.5
112096,43298.3749189815,43410.2782986111,0.0,0.0,0.0,0.0,1160.0,1.5,0.0,,VAN-3/4T
050141,45138.3137731481,44620.5000810185,8552.0,388.0,10.0,1.0,1160.0,1.5,4500.0,4426-1,PICKU-1/2T
318021,45132.506412037,45007.6073263889,0.0,700.0,0.0,72.0,1160.0,26.3408333333333,0.0,3500.0,0.5
319211,44991.3281597222,45093.2974189815,0.0,502.0,0.0,182.0,1160.0,507.886388888889,0.0,3500.0,2.0
041303,45009.586724537,44938.4272916667,4123.0,305.0,487.0,28.0,1160.0,1.39888888888889,160000.0,4000.0,1.5
396418,44144.3499768519,43988.4326388889,0.0,1005.0,0.0,0.0,1160.0,0.5,2100.0,003893,GM-MOWER
074018,45083.2821643519,44883.54,49604.0,3986.0,3124.0,338.0,1160.0,0.656111111111111,220000.0,0.0,1.5
045073,45005.2848726852,45009.3720601852,89238.0,1516.0,3238.0,0.0,1160.0,652.108611111111,180000.0,0.0,
135121,45118.4093518518,44946.2524537037,120617.0,3552.0,2603.0,116.0,1160.0,36.9227777777778,220000.0,0.0,1.5
095111,45134.3756828704,44999.3625115741,26673.0,1840.0,1398.0,110.0,1160.0,0.0133333333333333,160000.0,0.0,1.5
061156,45135.5444791667,44971.3155555556,32759.0,1931.0,2252.0,150.0,1160.0,6.71833333333333,220000.0,0.0,1.5
065083,44872.3341435185,44799.5286805556,94734.0,4220.0,0.0,0.0,152.0,1.5,0.0,000525,PICKU-3/4T
064185,45135.8613657407,45077.3076041667,20450.0,155.0,11923.0,82.0,1160.0,12.6275,220000.0,8000.0,1.5
378208,43181.4533449074,2033.0,307.0,0.0,0.0,GROUND,1.0,GM-UT-CART,003893,451 BRIMLEY RD,
050128,45134.5801736111,45029.3573263889,18400.0,1513.0,4474.0,427.0,1160.0,5.62277777777778,,4500.0,1.5
045115,45137.4170138889,44936.5806828704,32180.0,935.0,7525.0,1.0,1160.0,0.00444444444444444,180000.0,4500.0,1.5
237257,45134.8144907407,32566.0,777.0,5022.0,22.0,CLASS8,166.314722222222,8.0,6250.0,3892-2,TRUCK-SLOAD
204027,45138.6709953704,45107.5819791667,86152.0,751.0,9293.0,309.0,1160.0,355.206666666667,250000.0,10000.0,8.25
112447,45124.5540740741,44981.5182175926,18215.0,501.0,2.0,2.0,1160.0,103.729722222222,220000.0,0.0,1.5
205019,45083.4780208333,45055.427349537,14794.0,2481.0,456.0,43.0,1160.0,55.4847222222222,250000.0,6250.0,6.0
050149,45132.5568402778,44973.4394675926,8315.0,91.0,8240.0,89.0,1160.0,31.6066666666667,180000.0,4500.0,1.5
041297,45132.0712731481,45084.59,115034.0,1618.0,7114.0,371.0,1160.0,224.751388888889,160000.0,4000.0,1.5
045072,45135.5186342593,45091.4837615741,88221.0,3339.0,3822.0,5.0,1160.0,126.305,,0.0,1.5
073062,45118.3014814815,,73051.0,3292.0,871.0,3.0,,308.515277777778,220000.0,0.0,1.5
396371,45138.3687962963,45077.3953125,0.0,1589.0,0.0,87.0,1160.0,7.90861111111111,0.0,2800.0,0.5
396397,45063.3060185185,,0.0,1242.0,0.0,80.0,1160.0,0.5,7000.0,003893,GM-MOWER
208003,45104.2984259259,45107.5051388889,92313.0,1397.0,1504.0,1.0,,250.396944444444,220000.0,5500.0,4.0
318023,45133.3094675926,45133.4078240741,0.0,1335.0,0.0,224.0,1160.0,175.860277777778,0.0,3500.0,0.5
003126,45098.5936921296,44943.5549189815,61241.0,484.0,1032.0,2.0,1160.0,85.1736111111111,160000.0,0.0,1.0
095113,45138.3935416667,45077.4729166667,29175.0,1072.0,3894.0,156.0,1160.0,84.0705555555556,160000.0,0.0,1.5
135190,0.0,0.0,0.0,CLASS3,10.0,EASTERN GARAGE,,PLAN SPEC: Pick Up 1 Ton Standard Cab Long Box Class3 4X2 10Y Diesel With Power Liftgate,,,STANDARD
384003,0.0,0.0,0.0,0.0,GROUND,8.0,GM-BIKE,GROUNT-CARGO-BIKE,433 EASTERN AVE,,384GTNA04
248005,45105.2647453704,0.0,0.0,0.0,0.0,TRAILER,83.9033333333333,0.5,0.0,4869-2,TRL-DMP-VTA
376024,39695.5996875,0.0,0.0,0.0,0.0,ICEMAIN,0.0,3.0,4900.0,005181,ICE-RESURF
299003,41892.3825578704,45113.5689699074,0.0,312.0,0.0,0.0,1160.0,106.344722222222,0.0,1400.0,1.0
250043,45117.5300231481,0.0,0.0,0.0,0.0,TRAILER,48.4419444444444,0.5,0.0,4869-2,TRL-VAN/TANK
050030,45135.5194791667,45070.5971412037,93518.0,3476.0,1700.0,2.0,1160.0,68.6088888888889,180000.0,0.0,1.5
137003,45118.5533449074,45135.7337847222,,1290.0,2492.0,90.0,1160.0,71.4280555555556,250000.0,0.0,3.0
041449,45118.3428356481,45037.4196412037,2662.0,104.0,2661.0,103.0,1144.0,1.98166666666667,160000.0,4000.0,1.5
378222,43635.3911111111,7.0,7.0,0.0,0.0,GROUND,1.0,GM-UT-CART,006249,231 IAN MACDONALD BLVD,
294077,45077.3299652778,44924.5482523148,0.0,750.0,0.0,8.0,1160.0,8.0,0.0,6300.0,1.0
296011A,44887.8700462963,0.0,0.0,0.0,0.0,TRAILER,0.5,TRL-UTILITY,003896,70 NASHDENE RD,
112481,45133.3334375,44840.5779398148,26441.0,317.0,5648.0,0.0,1160.0,1.5,0.0,005680,VAN-3/4T
061162,45135.5194560185,45119.572662037,131749.0,0.0,10201.0,0.0,1160.0,55.7077777777778,220000.0,0.0,1.5
318061,45042.3496412037,44979.4506828704,0.0,14.0,0.0,14.0,576.0,55.2247222222222,0.0,3500.0,3.0
319139,45051.3008333333,,0.0,1535.0,0.0,89.0,1160.0,57.3861111111111,0.0,2800.0,0.5
267026,45054.3790046296,0.0,0.0,0.0,0.0,TRAILER,93.1075,0.5,0.0,005848,
041344,45137.000787037,45077.4595138889,40706.0,1850.0,6061.0,216.0,1160.0,88.7536111111111,,4000.0,1.5
347019,,44861.2889236111,0.0,22.0,0.0,0.0,1160.0,2.0,21000.0,000520,WM-BLOW
065149,45127.3208449074,45104.5462962963,45879.0,2271.0,12055.0,617.0,1160.0,19.3588888888889,220000.0,0.0,1.5
041328,45138.3640162037,45111.3055555556,50393.0,2033.0,7719.0,1.0,1160.0,51.985,160000.0,,1.5
067046,45135.4285416667,44957.5397800926,94237.0,5628.0,3931.0,255.0,1160.0,54.3138888888889,220000.0,0.0,1.5
007020,45105.4240509259,44719.5930555556,155527.0,7764.0,1296.0,0.0,1160.0,1.5,0.0,,SEDAN-PASS
154067,45128.2940856482,45072.2917476852,7603.0,437.0,4861.0,307.0,1160.0,72.2580555555556,220000.0,0.0,4.0
112543,45119.3702430556,45076.309224537,147.0,2.0,147.0,2.0,128.0,,220000.0,0.0,1.5
315099,45131.0938773148,45131.4549074074,0.0,3428.0,0.0,482.0,1160.0,945.201666666667,250000.0,9000.0,8.0
064159,45128.4333101852,45036.383900463,62131.0,3174.0,2083.0,3.0,1160.0,115.791111111111,220000.0,0.0,1.5
003116,44978.5450925926,44999.3497916667,101570.0,658.0,934.0,4.0,648.0,99.9294444444444,160000.0,0.0,
396383,43619.4064814815,0.0,0.0,0.0,0.0,GROUND,0.5,GM-MOWER,001984,30 NORTHLINE RD,GROUND-MOWER
076054,45117.5001388889,45124.5173148148,35901.0,1773.0,4388.0,5.0,1160.0,294.37,220000.0,0.0,1.5
112442,45127.3443634259,45012.5067361111,25523.0,20.0,3864.0,1.0,1160.0,11.8383333333333,220000.0,0.0,1.5
067049,45103.6777893519,44949.6889699074,33423.0,2174.0,500.0,2.0,1160.0,4.42166666666667,220000.0,0.0,1.5
396504,45134.3433101852,,0.0,1316.0,0.0,163.0,1160.0,1.33333333333333,0.0,3500.0,0.5
319250,0.0,0.0,0.0,0.0,GROUND,12.0,GM-TRACT,GROUNT-TRACTOR,1401 CASTLEFIELD AVE,,319KUBODI23
045157,45124.5306597222,44929.2870833333,6800.0,402.0,9.0,1.0,1160.0,1.11111111111111,180000.0,0.0,1.5
051014,45113.3051736111,45126.4046412037,46819.0,2094.0,5000.0,0.0,1160.0,51.2341666666667,180000.0,4500.0,1.5
267228,45125.2998842593,0.0,,0.0,0.0,TRAILER,1.02,0.5,0.0,004301,TRL-UTILITY
075016,45135.451412037,45041.4343171296,18763.0,891.0,3365.0,261.0,1160.0,109.123333333333,220000.0,0.0,1.5
380002,42760.0,43537.366724537,3241.0,842.0,0.0,0.0,1160.0,8.0,21000.0,004793,WM-GROOM
001097,45127.6167939815,45113.2445138889,47189.0,2413.0,6714.0,1.0,1160.0,5.77472222222222,160000.0,0.0,1.0
267198,45111.3339467593,0.0,0.0,0.0,0.0,TRAILER,259.606388888889,0.5,,005848,TRL-UTILITY
301011,45006.6777893519,45135.5719444444,,758.0,0.0,745.0,1160.0,10.2733333333333,0.0,1400.0,0.5
001162,44690.5529861111,44670.4917592593,12065.0,430.0,0.0,0.0,,1.0,0.0,005581,SEDAN-PASS
396368,45121.5377662037,0.0,552.0,0.0,28.0,GROUND,0.5,GM-MOWER,005513,1132 LESLIE ST,GROUND-MOWER
237245,45138.2596875,19334.0,1763.0,7523.0,1110.0,CLASS8,202.613055555556,8.0,6250.0,3892-2,TRUCK-SLOAD
378053,39714.5666666667,41094.3604166667,18.0,0.0,0.0,0.0,1160.0,,2100.0,005649,GM-UT-CART
112492,45105.5058564815,45040.3313194444,6925.0,9.0,2146.0,2.0,1160.0,19.2991666666667,220000.0,0.0,1.5
065135,44984.5584606481,44987.5841435185,47724.0,2747.0,1600.0,0.0,1160.0,801.2075,220000.0,0.0,1.5
112421,45134.3452662037,45021.4001851852,52853.0,2631.0,5556.0,1.0,1160.0,9.85361111111111,220000.0,0.0,1.5
318011,39727.5700925926,0.0,508.0,0.0,0.0,GROUND,0.5,GM-TRACT,005513,1132 LESLIE ST,GROUNT-TRACTOR
158085,45126.467974537,45132.3475810185,11347.0,595.0,2098.0,142.0,1160.0,86.9080555555555,250000.0,6250.0,5.0
270016,45013.330462963,0.0,0.0,0.0,0.0,TRAILER,1.69555555555556,0.5,0.0,004426,TRL-UTILITY
395049,45138.4331597222,0.0,889.0,0.0,356.0,GROUND,0.5,GM-MOWER,002979,4200 YONGE ST,GROUND-MOWER
045196,45118.6986458333,45028.4259490741,11706.0,,6219.0,286.0,1160.0,0.148333333333333,180000.0,0.0,1.5
135152,44954.5311226852,44936.4575462963,179919.0,3476.0,1831.0,67.0,304.0,2.47027777777778,220000.0,5500.0,3.0
045142,45114.4687268519,45124.4371527778,42841.0,3525.0,4342.0,219.0,1160.0,113.874722222222,180000.0,0.0,1.5
223096,45138.546400463,45125.4261226852,94272.0,9074.0,10529.0,1538.0,1160.0,729.669444444444,250000.0,6250.0,8.0
112490,44714.529224537,45118.4061805556,13509.0,1358.0,0.0,0.0,1160.0,101.113611111111,220000.0,0.0,1.5
112292,44708.4627199074,44726.3337615741,116150.0,4044.0,0.0,0.0,1160.0,1.5,0.0,004426,
007039,45135.4153587963,45069.4824537037,137171.0,6572.0,11881.0,7.0,1160.0,232.668888888889,160000.0,0.0,1.5
094130,45134.4486458333,45061.4023842593,10015.0,384.0,16.0,1.0,1160.0,29.9094444444444,160000.0,4000.0,1.0
050184,45135.3077314815,45007.4054050926,2837.0,2.0,2837.0,2.0,648.0,54.2702777777778,180000.0,4500.0,1.5
045110,45120.0718287037,45118.3308564815,78473.0,5188.0,2726.0,2.0,1160.0,,180000.0,0.0,1.5
192010,45138.3281365741,45132.5929861111,90049.0,4126.0,4066.0,310.0,1160.0,92.375,250000.0,10000.0,6.0
319190,44912.6180671296,45042.4458912037,0.0,231.0,0.0,10.0,1160.0,184.372777777778,0.0,3500.0,2.0
003206,45133.4568518518,45043.3163194444,104259.0,236.0,5370.0,1.0,1160.0,13.7580555555556,160000.0,0.0,1.0
111097,45133.4651273148,44636.3784953704,10963.0,495.0,2096.0,105.0,1160.0,1.5,0.0,,VAN-1/2T
319137,44593.3667592593,44963.737662037,0.0,1553.0,0.0,31.0,1160.0,45.3825,0.0,4900.0,0.5
065102,44732.4628935185,44858.5701157407,102123.0,2839.0,0.0,0.0,152.0,1.5,0.0,002990,PICKU-3/4T
001118,45127.5435648148,45015.3857523148,17665.0,491.0,11.0,2.0,1160.0,11.7419444444444,160000.0,0.0,1.0
047067,,44609.4566319444,106544.0,0.0,2124.0,0.0,960.0,1.5,4500.0,0520-1,PICKU-COMP
041217,45131.5306712963,45001.5829050926,57737.0,1214.0,7812.0,300.0,1160.0,18.0102777777778,160000.0,4000.0,1.5
065095,44900.5282638889,44924.4427430556,102403.0,3562.0,0.0,0.0,464.0,179.205555555556,220000.0,0.0,1.5
323125,45124.2903356481,45099.561412037,0.0,425.0,0.0,283.0,1160.0,,0.0,12600.0,8.0
080051,44910.7814814815,44825.4078356481,176011.0,2475.0,0.0,0.0,,4.0,5500.0,004426,TRUCK- UTILI
005022,45137.2385532407,45126.337662037,54872.0,1153.0,5002.0,302.0,1160.0,55.5641666666667,160000.0,4000.0,1.5
237190,43830.0,45128.6146643519,74508.0,9553.0,7492.0,872.0,1160.0,174.843055555556,250000.0,6250.0,8.0
347021,,45099.4425,0.0,379.0,0.0,15.0,1160.0,180.105277777778,0.0,21000.0,2.0
111066,45135.385150463,44832.3618055556,41669.0,1435.0,3910.0,0.0,1160.0,1.5,0.0,000902,VAN-1/2T
001044,44935.4941435185,45084.9287615741,69039.0,3.0,145.0,3.0,960.0,442.421388888889,160000.0,0.0,1.0
396478,45132.4906481481,43115.5960648148,0.0,875.0,0.0,97.0,1160.0,0.5,4200.0,005109,
065100,44917.4781018519,45034.4347222222,83719.0,2810.0,1.0,1.0,800.0,5.56666666666667,220000.0,0.0,1.5
047086,45132.4469212963,45014.4797916667,20276.0,1872.0,3237.0,527.0,1160.0,3.92416666666667,180000.0,4500.0,1.5
